3839025405330001,3839021101080256,0,KTP,,,"Lalita Riyanti",PEREMPUAN,TANJUNG,"1933-05-14 00:00:00",91,ISLAM,"TIDAK/BELUM SEKOLAH","MENGURUS RUMAH TANGGA","CERAI MATI",,,WNI,,,"KEPALA KELUARGA",TETAP,HIDUP,,"JR. CAHYO NO 79","JR. CAHYO NO 79",1,"2018-12-03 00:00:00","2018-12-03 00:00:00"
3839025405680004,3839021301120006,0,KTP,,,"Rachel Rachel Haryanti",PEREMPUAN,"KANDANGAN ","1968-05-14 00:00:00",56,ISLAM,"TAMAT SD/SEDERAJAT","MENGURUS RUMAH TANGGA",KAWIN,,,WNI,,,ISTRI,TETAP,HIDUP,,"KPG. MALA NO 3","KPG. MALA NO 3",1,"2012-01-13 00:00:00","2012-01-13 00:00:00"
3839025406510004,3839020506090006,0,KTP,,,"Rajata Prakosa",PEREMPUAN,MARTAPURA,"1951-06-14 00:00:00",72,KATHOLIK,"DIPLOMA IV/STRATA I","KARYAWAN SWASTA",KAWIN,,,WNI,,,ISTRI,TETAP,HIDUP,,"JR. EDISON NO 4","JR. EDISON NO 4",1,"2009-05-06 00:00:00","2009-05-06 00:00:00"
3839025502730005,3839021101080256,0,KTP,,,"Namaga Silvia",PEREMPUAN,SOLO,"1973-02-25 00:00:00",51,ISLAM,"BELUM TAMAT SD/SEDERAJAT","BELUM/TIDAK BEKERJA","BELUM KAWIN",,,WNI,,,ANAK,TETAP,HIDUP,,"JR. BAKIDIN NO 89","JR. BAKIDIN NO 89",1,"2018-12-03 00:00:00","2018-12-03 00:00:00"
3839025505790016,3839020210090005,0,KTP,,,"Darsirah Rahardian",PEREMPUAN,MADURA,"1979-05-15 00:00:00",45,ISLAM,SLTA/SEDERAJAT,PERDAGANGAN,KAWIN,,,WNI,,,ISTRI,TETAP,HIDUP,,"KI. WOLFF NO 2","KI. WOLFF NO 2",1,"2018-10-28 00:00:00","2018-10-28 00:00:00"
3839025508220001,3839021210210014,0,KTP,,,"Lukman Satria",PEREMPUAN,BANJARMASIN,"2022-08-15 00:00:00",1,KATHOLIK,"TIDAK/BELUM SEKOLAH","BELUM/TIDAK BEKERJA","BELUM KAWIN",,,WNI,,,ANAK,TETAP,HIDUP,,"GG. DAUGHERTY NO 7","GG. DAUGHERTY NO 7",1,"2022-08-22 00:00:00","2022-08-22 00:00:00"
3839025510010009,3839021506110003,0,KTP,,,"Heru Mangunsong",PEREMPUAN,"BANJARMASIN ","2001-10-15 00:00:00",22,ISLAM,"BELUM TAMAT SD/SEDERAJAT",PELAJAR/MAHASISWA,"BELUM KAWIN",,,WNI,,,ANAK,TETAP,HIDUP,,"PSR. SURYA NO 86","PSR. SURYA NO 86",1,"2011-06-15 00:00:00","2011-06-15 00:00:00"
3839025510980004,3839021301120006,0,KTP,,,"Pertiwi Eva",PEREMPUAN,"LUMAJANG ","1998-10-15 00:00:00",25,ISLAM,SLTP/SEDERAJAT,PELAJAR/MAHASISWA,"BELUM KAWIN",,,WNI,,,ANAK,TETAP,HIDUP,,"PSR. RUECKER NO 2","PSR. RUECKER NO 2",1,"2012-01-13 00:00:00","2012-01-13 00:00:00"
3839025602720005,3839021001080602,0,KTP,,,"Indira Ningrum",PEREMPUAN,"KLATEN ","1972-02-15 00:00:00",52,ISLAM,SLTA/SEDERAJAT,"MENGURUS RUMAH TANGGA","CERAI HIDUP",,,WNI,,,"KEPALA KELUARGA",TETAP,HIDUP,,"JR. BARROWS NO 1","JR. BARROWS NO 1",1,"2016-03-07 00:00:00","2016-03-07 00:00:00"
3839025605810003,3839021906130003,0,KTP,,,"Nyana Waskita",PEREMPUAN,BANJARMASIN,"1981-05-16 00:00:00",43,ISLAM,SLTP/SEDERAJAT,"MENGURUS RUMAH TANGGA",KAWIN,,,WNI,,,ISTRI,TETAP,HIDUP,,"DK. NATALIA NO 10","DK. NATALIA NO 10",1,"2013-06-19 00:00:00","2013-06-19 00:00:00"
