3839021708830013,3839020102080979,0,KTP,,,"Mila Rahmawati",LAKI-LAKI,"HULU SUNGAI SELATAN ","1983-08-17 00:00:00",40,ISLAM,SLTA/SEDERAJAT,PEDAGANG,KAWIN,,,WNI,,,"KEPALA KELUARGA",TETAP,HIDUP,,"JR. SEPTI NO 82","JR. SEPTI NO 82",1,"2017-03-23 00:00:00","2017-03-23 00:00:00"
3839021710750005,3839021112080014,0,KTP,,,"Purnawati Yulia",LAKI-LAKI,RANTAU,"1975-10-17 00:00:00",48,ISLAM,"DIPLOMA IV/STRATA I","PEGAWAI NEGERI SIPIL",KAWIN,,,WNI,,,"KEPALA KELUARGA",TETAP,HIDUP,,"JR. PRAYITNA NO 86","JR. PRAYITNA NO 86",1,"2018-08-23 00:00:00","2018-08-23 00:00:00"
3839021711140004,3839022006120003,0,KTP,,,"Darojat Artanto",LAKI-LAKI,"LUMAJANG ","2014-11-16 00:00:00",9,ISLAM,"TIDAK/BELUM SEKOLAH","BELUM/TIDAK BEKERJA","BELUM KAWIN",,,WNI,,,ANAK,TETAP,HIDUP,,"GG. DANUJA NO 22","GG. DANUJA NO 22",1,"2015-01-28 00:00:00","2015-01-28 00:00:00"
3839021711170004,3839021005170003,0,KTP,,,"Agnes Sudiati",LAKI-LAKI,BARABAI,"2017-11-17 00:00:00",6,ISLAM,"TIDAK/BELUM SEKOLAH","BELUM/TIDAK BEKERJA","BELUM KAWIN",,,WNI,,,ANAK,TETAP,HIDUP,,"KI. SANFORD NO 7","KI. SANFORD NO 7",1,"2021-07-12 00:00:00","2021-07-12 00:00:00"
3839021712730004,3839020102080780,0,KTP,,,"Gamanto Gamanto Rajasa",LAKI-LAKI,BANJARMASIN,"1973-12-17 00:00:00",50,ISLAM,"TAMAT SD/SEDERAJAT",WIRASWASTA,"KAWIN TERCATAT",,,WNI,,,"KEPALA KELUARGA",TETAP,HIDUP,,"PSR. ABERNATHY NO 24","PSR. ABERNATHY NO 24",1,"2019-09-19 00:00:00","2019-09-19 00:00:00"
3839021801160003,3839020710090009,0,KTP,,,"Dodo Dodo Latupono",LAKI-LAKI,TANJUNG,"2016-01-18 00:00:00",8,ISLAM,"TIDAK/BELUM SEKOLAH","BELUM/TIDAK BEKERJA","BELUM KAWIN",,,WNI,,,ANAK,TETAP,HIDUP,,"DK. HILDA NO 8","DK. HILDA NO 8",1,"2016-04-14 00:00:00","2016-04-14 00:00:00"
3839021803000008,3839020408210009,0,KTP,,,"Cemani Mustofa",LAKI-LAKI,MARTAPURA,"2000-03-18 00:00:00",24,ISLAM,SLTA/SEDERAJAT,"KARYAWAN SWASTA","BELUM KAWIN",,,WNI,,,ANAK,TETAP,HIDUP,,"JLN. VICKY NO 71","JLN. VICKY NO 71",1,"2022-01-24 00:00:00","2022-01-24 00:00:00"
3839021803110007,3839020905080057,0,KTP,,,"Pradipta Bahuwirya",LAKI-LAKI,SOLO,"2011-03-18 00:00:00",13,ISLAM,"TIDAK/BELUM SEKOLAH","BELUM/TIDAK BEKERJA","BELUM KAWIN",,,WNI,,,ANAK,TETAP,HIDUP,,"KPG. ZAKIR NO 50","KPG. ZAKIR NO 50",1,"2017-11-21 00:00:00","2017-11-21 00:00:00"
3839021803990009,3839020102080988,0,KTP,,,"Iswahyudi Dalimin",LAKI-LAKI,SURABAYA,"1999-03-18 00:00:00",25,ISLAM,"TAMAT SD/SEDERAJAT",PELAJAR/MAHASISWA,"BELUM KAWIN",,,WNI,,,ANAK,TETAP,HIDUP,,"DK. HASTA NO 6","DK. HASTA NO 6",1,"2018-08-13 00:00:00","2018-08-13 00:00:00"
3839021804890005,3839020102080540,0,KTP,,,"Septi Yolanda",LAKI-LAKI,BARABAI,"1989-04-18 00:00:00",35,ISLAM,SLTP/SEDERAJAT,PELAJAR/MAHASISWA,"BELUM KAWIN",,,WNI,,,ANAK,TETAP,HIDUP,,"GG. MILLS NO 3","GG. MILLS NO 3",1,"2019-12-10 00:00:00","2019-12-10 00:00:00"
