1871204107950001,3839021006200007,0,KTP,,,"NABILA ANANDYA",PEREMPUAN,BANJARMASIN,"1995-07-01 00:00:00",28,ISLAM,"DIPLOMA IV/STRATA I","KARYAWAN SWASTA","KAWIN TERCATAT",,,WNI,,,ISTRI,TETAP,HIDUP,,"JR. REMPEL NO 4","JR. REMPEL NO 4",0,"2021-10-28 00:00:00","2024-05-18 06:43:39"
3211011806810002,3839020603190006,0,KTP,,,"Taufik Mahendra",LAKI-LAKI,SOLO,"1981-06-18 00:00:00",42,ISLAM,SLTP/SEDERAJAT,"BURUH HARIAN LEPAS","KAWIN BELUM TERCATAT",,,WNI,,,"FAMILI LAIN",TETAP,HIDUP,,"KPG. RAHAYU NO 89","KPG. RAHAYU NO 89",1,"2022-06-21 00:00:00","2022-06-21 00:00:00"
3315020105050006,3839021309140004,0,KTP,,,"Balijan Balijan Halim",LAKI-LAKI,"BANJARMASIN ","2005-05-01 00:00:00",19,ISLAM,"TAMAT SD/SEDERAJAT",PELAJAR/MAHASISWA,"BELUM KAWIN",,,WNI,,,ANAK,TETAP,HIDUP,,"GG. SCHULIST NO 75","GG. SCHULIST NO 75",1,"2020-07-20 00:00:00","2020-07-20 00:00:00"
3315020610720002,3839021309140004,0,KTP,,,"Salsabilla Rachel",LAKI-LAKI,"LUMAJANG ","1972-10-06 00:00:00",51,ISLAM,"TAMAT SD/SEDERAJAT","BURUH HARIAN LEPAS","KAWIN TERCATAT",,,WNI,,,"KEPALA KELUARGA",TETAP,HIDUP,,"DS. KOVACEK NO 2","DS. KOVACEK NO 2",1,"2020-07-20 00:00:00","2020-07-20 00:00:00"
3315021002970003,3839021309140004,0,KTP,,,"Zaki Zaki Setiawan",LAKI-LAKI,BIMA,"1998-12-10 00:00:00",25,ISLAM,SLTP/SEDERAJAT,"BELUM/TIDAK BEKERJA","BELUM KAWIN",,,WNI,,,ANAK,TETAP,HIDUP,,"KPG. MARIADI NO 7","KPG. MARIADI NO 7",1,"2020-07-20 00:00:00","2020-07-20 00:00:00"
3315022706010005,3839021309140004,0,KTP,,,"Wijayanti Vivi",LAKI-LAKI,BANJARMASIN,"1999-08-28 00:00:00",24,ISLAM,SLTP/SEDERAJAT,PELAJAR/MAHASISWA,"BELUM KAWIN",,,WNI,,,ANAK,TETAP,HIDUP,,"KI. KARIMAN NO 71","KI. KARIMAN NO 71",1,"2020-07-20 00:00:00","2020-07-20 00:00:00"
3315024112760001,3839021309140004,0,KTP,,,"Qori Qori Amanta",PEREMPUAN,BANJARMASIN,"1976-12-01 00:00:00",47,ISLAM,SLTP/SEDERAJAT,"MENGURUS RUMAH TANGGA","KAWIN TERCATAT",,,WNI,,,ISTRI,TETAP,HIDUP,,"KI. BARROWS NO 45","KI. BARROWS NO 45",1,"2020-07-20 00:00:00","2020-07-20 00:00:00"
3404152808150002,3404151810110001,0,KTP,,,"Damayanti Linda",LAKI-LAKI,BANJARMASIN,"2015-08-28 00:00:00",8,ISLAM,"BELUM TAMAT SD/SEDERAJAT",PELAJAR/MAHASISWA,"BELUM KAWIN",,,WNI,,,"KEPALA KELUARGA",TETAP,HIDUP,,"KI. MARWATA NO 1","KI. MARWATA NO 1",0,"2020-09-28 00:00:00","2024-05-18 11:53:52"
3404154410830001,3404151810110001,0,KTP,,,"Agustina Puti",PEREMPUAN,TANJUNG,"1980-04-10 00:00:00",44,ISLAM,"DIPLOMA IV/STRATA I","MENGURUS RUMAH TANGGA","KAWIN TERCATAT",,,WNI,,,ISTRI,TETAP,HIDUP,,"PSR. MAGGIO NO 4","PSR. MAGGIO NO 4",0,"2020-09-28 00:00:00","2020-09-28 00:00:00"
3404155205130001,3404151810110001,0,KTP,,,"Restu Restu Azzahra",PEREMPUAN,MARTAPURA,"2013-12-05 00:00:00",10,ISLAM,"BELUM TAMAT SD/SEDERAJAT",PELAJAR/MAHASISWA,"BELUM KAWIN",,,WNI,,,ANAK,TETAP,HIDUP,,"GG. TITI NO 2","GG. TITI NO 2",1,"2020-09-28 00:00:00","2020-09-28 00:00:00"
3404155904120001,3404151810110001,0,KTP,,,"Pratiwi Victoria",PEREMPUAN,SOLO,"2012-04-19 00:00:00",12,ISLAM,"BELUM TAMAT SD/SEDERAJAT",PELAJAR/MAHASISWA,"BELUM KAWIN",,,WNI,,,ANAK,TETAP,HIDUP,,"JLN. KUNTHARA NO 5","JLN. KUNTHARA NO 5",1,"2020-09-28 00:00:00","2020-09-28 00:00:00"
3506266012790001,3839021108200010,0,KTP,,,"Capa Capa Uwais",PEREMPUAN,"KANDANGAN ","1979-12-20 00:00:00",44,ISLAM,SLTA/SEDERAJAT,"MENGURUS RUMAH TANGGA","CERAI MATI",,,WNI,,,"ORANG TUA",TETAP,HIDUP,,"JR. KUPHAL NO 1","JR. KUPHAL NO 1",1,"2020-11-08 00:00:00","2020-11-08 00:00:00"
